The list_file_train:./annotation/DFEW_set_1_train.txt; The list_file_val:./annotation/DFEW_set_1_test.txt.********************0********************
Current learning rate: 0.01
Epoch: [0][  0/292]	Loss 2.0498 (2.0498)	Accuracy 18.750 (18.750)
Epoch: [87][140/292]	Loss 0.7008 (0.7615)	Accuracy 65.625 (71.698)
Epoch: [87][150/292]	Loss 1.2079 (0.7673)	Accuracy 50.000 (71.378)
Epoch: [87][160/292]	Loss 0.7454 (0.7678)	Accuracy 75.000 (71.234)
Epoch: [87][170/292]	Loss 1.0768 (0.7676)	Accuracy 62.500 (71.181)
Epoch: [87][180/292]	Loss 0.8355 (0.7692)	Accuracy 62.500 (71.133)
Epoch: [87][190/292]	Loss 0.8400 (0.7658)	Accuracy 65.625 (71.253)
Epoch: [87][200/292]	Loss 0.8000 (0.7683)	Accuracy 68.750 (71.051)
Epoch: [87][210/292]	Loss 0.8262 (0.7675)	Accuracy 59.375 (71.120)
Epoch: [87][220/292]	Loss 0.9414 (0.7725)	Accuracy 65.625 (70.970)
Epoch: [87][230/292]	Loss 0.7667 (0.7719)	Accuracy 75.000 (70.955)
Epoch: [87][240/292]	Loss 0.5843 (0.7732)	Accuracy 78.125 (70.915)
Epoch: [87][250/292]	Loss 0.7803 (0.7743)	Accuracy 68.750 (70.854)
Epoch: [87][260/292]	Loss 1.1063 (0.7745)	Accuracy 65.625 (70.809)
Epoch: [87][270/292]	Loss 0.6988 (0.7733)	Accuracy 68.750 (70.780)
Epoch: [87][280/292]	Loss 1.0084 (0.7794)	Accuracy 65.625 (70.596)
Epoch: [87][290/292]	Loss 0.7996 (0.7797)	Accuracy 71.875 (70.651)
Test: [ 0/74]	Loss 1.2260 (1.2260)	Accuracy 59.375 (59.375)
Test: [10/74]	Loss 1.2176 (1.0246)	Accuracy 50.000 (63.068)
Test: [20/74]	Loss 1.1259 (1.1021)	Accuracy 56.250 (61.458)
Test: [30/74]	Loss 1.3280 (1.1072)	Accuracy 62.500 (61.089)
Test: [40/74]	Loss 1.1026 (1.0883)	Accuracy 71.875 (61.433)
Test: [50/74]	Loss 1.5534 (1.1377)	Accuracy 50.000 (60.110)
Test: [60/74]	Loss 0.7449 (1.1155)	Accuracy 68.750 (60.348)
Test: [70/74]	Loss 1.0427 (1.1033)	Accuracy 59.375 (60.783)
Current Accuracy: 61.000
The best accuracy: 64.07518005371094
An epoch time: {:.1f}s195.39960169792175
********************88********************
Current learning rate: 0.001
Epoch: [88][  0/292]	Loss 0.8455 (0.8455)	Accuracy 75.000 (75.000)
Epoch: [88][ 10/292]	Loss 0.7346 (0.7437)	Accuracy 62.500 (73.580)
Epoch: [88][ 20/292]	Loss 0.6560 (0.7413)	Accuracy 81.250 (73.363)
Epoch: [88][ 30/292]	Loss 0.6349 (0.7349)	Accuracy 75.000 (74.798)
Epoch: [88][ 40/292]	Loss 0.9634 (0.7427)	Accuracy 68.750 (73.552)
Epoch: [88][ 50/292]	Loss 0.7261 (0.7697)	Accuracy 81.250 (71.814)
Epoch: [88][ 60/292]	Loss 0.7483 (0.7591)	Accuracy 78.125 (72.439)
Epoch: [88][ 70/292]	Loss 0.8619 (0.7561)	Accuracy 68.750 (72.799)
Epoch: [88][ 80/292]	Loss 0.6998 (0.7646)	Accuracy 81.250 (72.492)
Epoch: [88][ 90/292]	Loss 0.6899 (0.7745)	Accuracy 75.000 (71.978)
Epoch: [88][100/292]	Loss 0.9439 (0.7770)	Accuracy 75.000 (72.184)
Epoch: [88][110/292]	Loss 0.6183 (0.7715)	Accuracy 81.250 (72.044)
Epoch: [88][120/292]	Loss 0.7586 (0.7786)	Accuracy 75.000 (71.565)
Epoch: [88][130/292]	Loss 0.8519 (0.7775)	Accuracy 62.500 (71.446)
Epoch: [88][140/292]	Loss 0.6500 (0.7757)	Accuracy 75.000 (71.387)
Epoch: [88][150/292]	Loss 0.7396 (0.7800)	Accuracy 78.125 (71.378)
Epoch: [88][160/292]	Loss 0.5603 (0.7778)	Accuracy 84.375 (71.564)
Epoch: [88][170/292]	Loss 0.8469 (0.7752)	Accuracy 68.750 (71.583)
Epoch: [88][180/292]	Loss 0.7339 (0.7725)	Accuracy 71.875 (71.633)
Epoch: [88][190/292]	Loss 0.7425 (0.7756)	Accuracy 75.000 (71.466)
Epoch: [88][200/292]	Loss 0.5977 (0.7771)	Accuracy 78.125 (71.191)
Epoch: [88][210/292]	Loss 0.9874 (0.7812)	Accuracy 59.375 (70.942)
Epoch: [88][220/292]	Loss 0.6666 (0.7797)	Accuracy 71.875 (71.097)
Epoch: [88][230/292]	Loss 0.8099 (0.7842)	Accuracy 68.750 (70.847)
Epoch: [88][240/292]	Loss 0.7149 (0.7852)	Accuracy 62.500 (70.721)
Epoch: [88][250/292]	Loss 0.8899 (0.7862)	Accuracy 75.000 (70.642)
Epoch: [88][260/292]	Loss 0.6861 (0.7873)	Accuracy 75.000 (70.654)
Epoch: [88][270/292]	Loss 0.6696 (0.7895)	Accuracy 75.000 (70.583)
Epoch: [88][280/292]	Loss 0.7824 (0.7899)	Accuracy 75.000 (70.496)
Epoch: [88][290/292]	Loss 0.9123 (0.7899)	Accuracy 65.625 (70.511)
Test: [ 0/74]	Loss 1.1754 (1.1754)	Accuracy 56.250 (56.250)
Test: [10/74]	Loss 1.2186 (1.0308)	Accuracy 56.250 (61.648)
Test: [20/74]	Loss 1.0398 (1.0630)	Accuracy 62.500 (61.310)
Test: [30/74]	Loss 1.2975 (1.0762)	Accuracy 56.250 (60.988)
Test: [40/74]	Loss 1.1163 (1.0702)	Accuracy 65.625 (60.747)
Test: [50/74]	Loss 1.5835 (1.1058)	Accuracy 46.875 (59.804)
Test: [60/74]	Loss 0.7920 (1.0866)	Accuracy 68.750 (60.605)
Test: [70/74]	Loss 1.2743 (1.0774)	Accuracy 59.375 (61.180)
Current Accuracy: 61.384
The best accuracy: 64.07518005371094
An epoch time: {:.1f}s196.07577443122864
********************89********************
Current learning rate: 0.001
Epoch: [89][  0/292]	Loss 0.7812 (0.7812)	Accuracy 75.000 (75.000)
Epoch: [89][ 10/292]	Loss 0.5402 (0.6858)	Accuracy 84.375 (77.841)
Epoch: [89][ 20/292]	Loss 0.8765 (0.7354)	Accuracy 75.000 (75.000)
Epoch: [89][ 30/292]	Loss 0.5653 (0.7408)	Accuracy 68.750 (74.496)
Epoch: [89][ 40/292]	Loss 0.8208 (0.7497)	Accuracy 71.875 (74.009)
Epoch: [89][ 50/292]	Loss 0.6848 (0.7526)	Accuracy 78.125 (73.223)
Epoch: [89][ 60/292]	Loss 0.8220 (0.7666)	Accuracy 68.750 (71.977)
Epoch: [89][ 70/292]	Loss 0.6514 (0.7619)	Accuracy 75.000 (72.183)
Epoch: [89][ 80/292]	Loss 0.7872 (0.7662)	Accuracy 62.500 (72.068)
Epoch: [89][ 90/292]	Loss 1.0964 (0.7696)	Accuracy 59.375 (72.047)
Epoch: [89][100/292]	Loss 0.8627 (0.7714)	Accuracy 59.375 (71.999)
Epoch: [89][110/292]	Loss 0.5350 (0.7660)	Accuracy 84.375 (72.016)
Epoch: [89][120/292]	Loss 1.0312 (0.7679)	Accuracy 56.250 (71.927)
Epoch: [89][130/292]	Loss 0.6730 (0.7720)	Accuracy 78.125 (71.803)
Epoch: [89][140/292]	Loss 0.8224 (0.7757)	Accuracy 59.375 (71.498)
Epoch: [89][150/292]	Loss 0.9280 (0.7779)	Accuracy 59.375 (71.254)
Epoch: [89][160/292]	Loss 0.9832 (0.7745)	Accuracy 71.875 (71.429)
Epoch: [89][170/292]	Loss 0.8685 (0.7747)	Accuracy 65.625 (71.327)
Epoch: [89][180/292]	Loss 0.6207 (0.7742)	Accuracy 81.250 (71.495)
Epoch: [89][190/292]	Loss 0.6746 (0.7806)	Accuracy 71.875 (71.253)
Epoch: [89][200/292]	Loss 0.8745 (0.7728)	Accuracy 65.625 (71.611)
Epoch: [89][210/292]	Loss 0.8160 (0.7721)	Accuracy 71.875 (71.505)
Epoch: [89][220/292]	Loss 0.6400 (0.7659)	Accuracy 78.125 (71.804)
Epoch: [89][230/292]	Loss 0.9343 (0.7686)	Accuracy 65.625 (71.753)
Epoch: [89][240/292]	Loss 0.9138 (0.7709)	Accuracy 71.875 (71.642)
Epoch: [89][250/292]	Loss 0.9072 (0.7692)	Accuracy 75.000 (71.788)
Epoch: [89][260/292]	Loss 0.6625 (0.7648)	Accuracy 78.125 (72.007)
Epoch: [89][270/292]	Loss 0.8053 (0.7631)	Accuracy 71.875 (72.025)
Epoch: [89][280/292]	Loss 0.7776 (0.7656)	Accuracy 62.500 (71.842)
Epoch: [89][290/292]	Loss 1.0478 (0.7697)	Accuracy 59.375 (71.649)
Test: [ 0/74]	Loss 1.1363 (1.1363)	Accuracy 59.375 (59.375)
Test: [10/74]	Loss 1.2291 (1.0455)	Accuracy 59.375 (61.648)
Test: [20/74]	Loss 1.1767 (1.1161)	Accuracy 59.375 (60.863)
Test: [30/74]	Loss 1.2919 (1.1203)	Accuracy 62.500 (61.290)
Test: [40/74]	Loss 1.1644 (1.1046)	Accuracy 68.750 (61.585)
Test: [50/74]	Loss 1.5828 (1.1468)	Accuracy 46.875 (60.846)
Test: [60/74]	Loss 0.7086 (1.1174)	Accuracy 75.000 (61.424)
Test: [70/74]	Loss 1.1767 (1.1030)	Accuracy 59.375 (61.884)
Current Accuracy: 61.982
The best accuracy: 64.07518005371094
An epoch time: {:.1f}s195.857262134552
********************90********************
Current learning rate: 0.001
Epoch: [90][  0/292]	Loss 0.8338 (0.8338)	Accuracy 68.750 (68.750)
Epoch: [90][ 10/292]	Loss 0.5118 (0.6907)	Accuracy 81.250 (74.432)
Epoch: [90][ 20/292]	Loss 0.7974 (0.7627)	Accuracy 65.625 (71.280)
Epoch: [90][ 30/292]	Loss 0.6850 (0.7633)	Accuracy 71.875 (70.363)
Epoch: [90][ 40/292]	Loss 0.6347 (0.7435)	Accuracy 78.125 (70.808)
Epoch: [90][ 50/292]	Loss 0.9068 (0.7497)	Accuracy 68.750 (70.466)
Epoch: [90][ 60/292]	Loss 0.9880 (0.7646)	Accuracy 75.000 (70.543)
Epoch: [90][ 70/292]	Loss 0.9787 (0.7788)	Accuracy 68.750 (70.202)
Epoch: [90][ 80/292]	Loss 0.7856 (0.7785)	Accuracy 68.750 (70.332)
Epoch: [90][ 90/292]	Loss 0.6749 (0.7761)	Accuracy 71.875 (70.501)
Epoch: [90][100/292]	Loss 0.9918 (0.7702)	Accuracy 68.750 (70.761)
Epoch: [90][110/292]	Loss 0.7795 (0.7672)	Accuracy 71.875 (70.721)
Epoch: [90][120/292]	Loss 0.6199 (0.7671)	Accuracy 75.000 (70.739)
Epoch: [90][130/292]	Loss 0.7220 (0.7680)	Accuracy 75.000 (70.587)
Epoch: [90][140/292]	Loss 0.9721 (0.7684)	Accuracy 59.375 (70.678)
Epoch: [90][150/292]	Loss 0.5884 (0.7677)	Accuracy 68.750 (70.571)
Epoch: [90][160/292]	Loss 0.6982 (0.7667)	Accuracy 78.125 (70.633)
Epoch: [90][170/292]	Loss 0.7030 (0.7629)	Accuracy 75.000 (70.815)
Epoch: [90][180/292]	Loss 0.9587 (0.7651)	Accuracy 62.500 (70.735)
Epoch: [90][190/292]	Loss 0.8762 (0.7669)	Accuracy 71.875 (70.762)
Epoch: [90][200/292]	Loss 0.6213 (0.7652)	Accuracy 78.125 (70.927)
Epoch: [90][210/292]	Loss 0.9503 (0.7679)	Accuracy 62.500 (70.957)
Epoch: [90][220/292]	Loss 0.7935 (0.7686)	Accuracy 65.625 (70.942)
Epoch: [90][230/292]	Loss 0.6179 (0.7648)	Accuracy 75.000 (71.104)
Epoch: [90][240/292]	Loss 1.2737 (0.7664)	Accuracy 43.750 (71.045)
Epoch: [90][250/292]	Loss 1.1550 (0.7691)	Accuracy 53.125 (70.904)
Epoch: [90][260/292]	Loss 0.8552 (0.7718)	Accuracy 68.750 (70.797)
Epoch: [90][270/292]	Loss 0.6371 (0.7730)	Accuracy 78.125 (70.780)
Epoch: [90][280/292]	Loss 0.8649 (0.7726)	Accuracy 71.875 (70.885)
Epoch: [90][290/292]	Loss 0.7167 (0.7761)	Accuracy 71.875 (70.747)
Test: [ 0/74]	Loss 1.3331 (1.3331)	Accuracy 59.375 (59.375)
Test: [10/74]	Loss 1.2577 (1.0130)	Accuracy 62.500 (65.625)
Test: [20/74]	Loss 1.1510 (1.1130)	Accuracy 68.750 (63.988)
Test: [30/74]	Loss 1.2647 (1.1310)	Accuracy 65.625 (62.702)
Test: [40/74]	Loss 1.0786 (1.1163)	Accuracy 56.250 (62.195)
Test: [50/74]	Loss 1.6002 (1.1416)	Accuracy 50.000 (61.642)
Test: [60/74]	Loss 0.4425 (1.0942)	Accuracy 78.125 (62.705)
Test: [70/74]	Loss 0.9199 (1.0698)	Accuracy 62.500 (63.292)
Current Accuracy: 63.050
The best accuracy: 64.07518005371094
An epoch time: {:.1f}s195.67489624023438
********************91********************
Current learning rate: 0.001
Epoch: [91][  0/292]	Loss 0.7961 (0.7961)	Accuracy 71.875 (71.875)
Epoch: [91][ 10/292]	Loss 0.6376 (0.7731)	Accuracy 75.000 (70.455)
Epoch: [91][ 20/292]	Loss 0.8588 (0.7560)	Accuracy 65.625 (71.429)
Epoch: [91][ 30/292]	Loss 0.6479 (0.7665)	Accuracy 71.875 (70.968)
Epoch: [91][ 40/292]	Loss 0.9031 (0.7746)	Accuracy 56.250 (70.046)
Epoch: [91][ 50/292]	Loss 0.7253 (0.7761)	Accuracy 75.000 (70.221)
Epoch: [91][ 60/292]	Loss 0.7094 (0.7618)	Accuracy 68.750 (71.004)
Epoch: [91][ 70/292]	Loss 1.0398 (0.7546)	Accuracy 68.750 (71.303)
Epoch: [91][ 80/292]	Loss 0.7763 (0.7513)	Accuracy 71.875 (71.451)
Epoch: [91][ 90/292]	Loss 0.6844 (0.7607)	Accuracy 81.250 (71.326)
Epoch: [91][100/292]	Loss 0.7869 (0.7620)	Accuracy 71.875 (71.132)
Epoch: [91][110/292]	Loss 0.6219 (0.7615)	Accuracy 75.000 (71.059)
Epoch: [91][120/292]	Loss 0.6152 (0.7581)	Accuracy 78.125 (71.281)
Epoch: [91][130/292]	Loss 0.6564 (0.7529)	Accuracy 78.125 (71.255)
Epoch: [91][140/292]	Loss 0.6578 (0.7543)	Accuracy 71.875 (71.254)
Epoch: [91][150/292]	Loss 0.7668 (0.7590)	Accuracy 68.750 (70.944)
Epoch: [91][160/292]	Loss 0.8455 (0.7613)	Accuracy 65.625 (70.827)
Epoch: [91][170/292]	Loss 0.7664 (0.7628)	Accuracy 78.125 (70.925)
Epoch: [91][180/292]	Loss 1.0001 (0.7632)	Accuracy 68.750 (70.908)
Epoch: [91][190/292]	Loss 0.8977 (0.7648)	Accuracy 68.750 (70.828)
Epoch: [91][200/292]	Loss 0.7560 (0.7646)	Accuracy 68.750 (70.896)
Epoch: [91][210/292]	Loss 0.7427 (0.7617)	Accuracy 71.875 (71.031)
Epoch: [91][220/292]	Loss 0.5330 (0.7632)	Accuracy 75.000 (71.012)
Epoch: [91][230/292]	Loss 0.7134 (0.7660)	Accuracy 78.125 (70.928)
Epoch: [91][240/292]	Loss 0.4710 (0.7693)	Accuracy 87.500 (70.838)
Epoch: [91][250/292]	Loss 0.8701 (0.7700)	Accuracy 56.250 (70.779)
Epoch: [91][260/292]	Loss 0.8872 (0.7701)	Accuracy 75.000 (70.821)
Epoch: [91][270/292]	Loss 0.7135 (0.7676)	Accuracy 75.000 (70.964)
Epoch: [91][280/292]	Loss 0.8512 (0.7676)	Accuracy 62.500 (70.985)
Epoch: [91][290/292]	Loss 0.7898 (0.7675)	Accuracy 78.125 (71.037)
Test: [ 0/74]	Loss 1.3280 (1.3280)	Accuracy 62.500 (62.500)
Test: [10/74]	Loss 1.2006 (0.9919)	Accuracy 53.125 (64.773)
Test: [20/74]	Loss 0.9843 (1.0697)	Accuracy 62.500 (63.393)
Test: [30/74]	Loss 1.2679 (1.0894)	Accuracy 65.625 (62.802)
Test: [40/74]	Loss 1.1159 (1.0793)	Accuracy 65.625 (61.814)
Test: [50/74]	Loss 1.5642 (1.1126)	Accuracy 43.750 (60.662)
Test: [60/74]	Loss 0.4622 (1.0829)	Accuracy 78.125 (61.680)
Test: [70/74]	Loss 1.0012 (1.0713)	Accuracy 59.375 (61.928)
Current Accuracy: 62.067
The best accuracy: 64.07518005371094
An epoch time: {:.1f}s196.2022626399994
********************92********************
Current learning rate: 0.001
Epoch: [92][  0/292]	Loss 0.6539 (0.6539)	Accuracy 71.875 (71.875)
Epoch: [92][ 10/292]	Loss 0.9597 (0.8190)	Accuracy 65.625 (68.466)
Epoch: [92][ 20/292]	Loss 1.0108 (0.8118)	Accuracy 65.625 (69.940)
Epoch: [92][ 30/292]	Loss 0.6055 (0.7879)	Accuracy 71.875 (70.161)
Epoch: [92][ 40/292]	Loss 0.8402 (0.7909)	Accuracy 59.375 (69.436)
Epoch: [92][ 50/292]	Loss 0.7065 (0.7802)	Accuracy 62.500 (69.914)
Epoch: [92][ 60/292]	Loss 0.5422 (0.7700)	Accuracy 78.125 (70.543)
Epoch: [92][ 70/292]	Loss 0.8118 (0.7681)	Accuracy 68.750 (70.907)
Epoch: [92][ 80/292]	Loss 0.8847 (0.7708)	Accuracy 65.625 (70.795)
Epoch: [92][ 90/292]	Loss 0.9354 (0.7637)	Accuracy 71.875 (71.223)
Epoch: [92][100/292]	Loss 0.4628 (0.7566)	Accuracy 84.375 (71.535)
Epoch: [92][110/292]	Loss 0.7187 (0.7541)	Accuracy 59.375 (71.509)
Epoch: [92][120/292]	Loss 0.8154 (0.7560)	Accuracy 68.750 (71.488)
Epoch: [92][130/292]	Loss 0.9049 (0.7560)	Accuracy 68.750 (71.589)
Epoch: [92][140/292]	Loss 0.8803 (0.7587)	Accuracy 65.625 (71.587)
Epoch: [92][150/292]	Loss 0.8098 (0.7610)	Accuracy 65.625 (71.337)
Epoch: [92][160/292]	Loss 0.4464 (0.7584)	Accuracy 81.250 (71.526)
Epoch: [92][170/292]	Loss 0.6189 (0.7591)	Accuracy 81.250 (71.436)
Epoch: [92][180/292]	Loss 1.0624 (0.7654)	Accuracy 62.500 (71.236)
Epoch: [92][190/292]	Loss 0.5333 (0.7619)	Accuracy 81.250 (71.368)
Epoch: [92][200/292]	Loss 0.9668 (0.7646)	Accuracy 65.625 (71.377)
Epoch: [92][210/292]	Loss 0.7507 (0.7646)	Accuracy 71.875 (71.297)
Epoch: [92][220/292]	Loss 0.8034 (0.7685)	Accuracy 62.500 (70.942)
Epoch: [92][230/292]	Loss 0.7196 (0.7700)	Accuracy 65.625 (70.752)
Epoch: [92][240/292]	Loss 0.5415 (0.7680)	Accuracy 78.125 (70.902)
Epoch: [92][250/292]	Loss 0.9777 (0.7691)	Accuracy 62.500 (70.867)
Epoch: [92][260/292]	Loss 0.8057 (0.7698)	Accuracy 71.875 (70.821)
Epoch: [92][270/292]	Loss 0.6423 (0.7673)	Accuracy 84.375 (71.079)
Epoch: [92][280/292]	Loss 0.6722 (0.7690)	Accuracy 75.000 (71.074)
Epoch: [92][290/292]	Loss 0.8244 (0.7654)	Accuracy 65.625 (71.295)
Test: [ 0/74]	Loss 1.1505 (1.1505)	Accuracy 65.625 (65.625)
Test: [10/74]	Loss 1.2346 (1.0107)	Accuracy 56.250 (65.057)
Test: [20/74]	Loss 1.1915 (1.0901)	Accuracy 59.375 (62.500)
Test: [30/74]	Loss 1.2988 (1.0877)	Accuracy 62.500 (62.298)
Test: [40/74]	Loss 1.0481 (1.0734)	Accuracy 68.750 (62.729)
Test: [50/74]	Loss 1.4579 (1.1137)	Accuracy 43.750 (61.458)
Test: [60/74]	Loss 0.6532 (1.0926)	Accuracy 75.000 (62.244)
Test: [70/74]	Loss 1.1377 (1.0962)	Accuracy 62.500 (62.500)
Current Accuracy: 62.452
The best accuracy: 64.07518005371094
An epoch time: {:.1f}s195.59303855895996
********************93********************
Current learning rate: 0.001
Epoch: [93][  0/292]	Loss 0.6963 (0.6963)	Accuracy 68.750 (68.750)
Epoch: [93][ 10/292]	Loss 0.6817 (0.6767)	Accuracy 81.250 (73.864)
Epoch: [93][ 20/292]	Loss 0.6874 (0.6878)	Accuracy 78.125 (74.107)
Epoch: [93][ 30/292]	Loss 0.5979 (0.7056)	Accuracy 75.000 (73.589)
Epoch: [93][ 40/292]	Loss 0.6439 (0.7248)	Accuracy 75.000 (72.409)
Epoch: [93][ 50/292]	Loss 1.0820 (0.7449)	Accuracy 68.750 (71.936)
Epoch: [93][ 60/292]	Loss 0.8608 (0.7429)	Accuracy 65.625 (71.824)
Epoch: [93][ 70/292]	Loss 0.7163 (0.7542)	Accuracy 65.625 (70.907)
Epoch: [93][ 80/292]	Loss 0.4769 (0.7738)	Accuracy 90.625 (70.448)
Epoch: [93][ 90/292]	Loss 0.9814 (0.7833)	Accuracy 68.750 (70.295)
Epoch: [93][100/292]	Loss 0.9200 (0.7862)	Accuracy 59.375 (70.235)
Epoch: [93][110/292]	Loss 0.4985 (0.7831)	Accuracy 81.250 (70.242)
Epoch: [93][120/292]	Loss 0.5357 (0.7755)	Accuracy 81.250 (70.480)
Epoch: [93][130/292]	Loss 0.9231 (0.7740)	Accuracy 68.750 (70.539)
Epoch: [93][140/292]	Loss 0.4798 (0.7727)	Accuracy 84.375 (70.723)
Epoch: [93][150/292]	Loss 0.6268 (0.7787)	Accuracy 78.125 (70.447)
Epoch: [93][160/292]	Loss 0.7622 (0.7807)	Accuracy 75.000 (70.419)
Epoch: [93][170/292]	Loss 0.8168 (0.7857)	Accuracy 71.875 (70.267)
Epoch: [93][180/292]	Loss 0.7944 (0.7864)	Accuracy 65.625 (70.269)
Epoch: [93][190/292]	Loss 0.7848 (0.7840)	Accuracy 75.000 (70.468)
Epoch: [93][200/292]	Loss 0.6198 (0.7828)	Accuracy 84.375 (70.569)
Epoch: [93][210/292]	Loss 0.7181 (0.7872)	Accuracy 68.750 (70.483)
Epoch: [93][220/292]	Loss 0.7410 (0.7865)	Accuracy 78.125 (70.602)
Epoch: [93][230/292]	Loss 0.7312 (0.7850)	Accuracy 68.750 (70.644)
Epoch: [93][240/292]	Loss 0.8178 (0.7895)	Accuracy 65.625 (70.423)
Epoch: [93][250/292]	Loss 0.6235 (0.7854)	Accuracy 68.750 (70.680)
Epoch: [93][260/292]	Loss 0.8263 (0.7856)	Accuracy 68.750 (70.690)
Epoch: [93][270/292]	Loss 1.0082 (0.7868)	Accuracy 75.000 (70.676)
Epoch: [93][280/292]	Loss 1.0146 (0.7886)	Accuracy 65.625 (70.552)
Epoch: [93][290/292]	Loss 1.0347 (0.7884)	Accuracy 59.375 (70.543)
Test: [ 0/74]	Loss 1.2152 (1.2152)	Accuracy 62.500 (62.500)
Test: [10/74]	Loss 1.3501 (0.9892)	Accuracy 50.000 (67.045)
Test: [20/74]	Loss 1.0184 (1.0847)	Accuracy 62.500 (64.583)
Test: [30/74]	Loss 1.2107 (1.0998)	Accuracy 65.625 (63.911)
Test: [40/74]	Loss 0.9309 (1.0793)	Accuracy 71.875 (63.720)
Test: [50/74]	Loss 1.5385 (1.1066)	Accuracy 46.875 (62.194)
Test: [60/74]	Loss 0.6456 (1.0713)	Accuracy 71.875 (63.525)
Test: [70/74]	Loss 1.1768 (1.0621)	Accuracy 56.250 (63.380)
Current Accuracy: 63.221
The best accuracy: 64.07518005371094
An epoch time: {:.1f}s195.82535004615784
********************94********************
Current learning rate: 0.001
Epoch: [94][  0/292]	Loss 0.8018 (0.8018)	Accuracy 71.875 (71.875)
Epoch: [94][ 10/292]	Loss 0.8985 (0.7145)	Accuracy 71.875 (73.864)
Epoch: [94][ 20/292]	Loss 0.5523 (0.7446)	Accuracy 75.000 (72.321)
Epoch: [94][ 30/292]	Loss 0.6307 (0.7233)	Accuracy 81.250 (73.085)
Epoch: [94][ 40/292]	Loss 0.8135 (0.7285)	Accuracy 65.625 (72.180)
Epoch: [94][ 50/292]	Loss 0.7637 (0.7408)	Accuracy 68.750 (71.814)
Epoch: [94][ 60/292]	Loss 0.6839 (0.7337)	Accuracy 81.250 (72.182)
Epoch: [94][ 70/292]	Loss 0.5865 (0.7350)	Accuracy 78.125 (72.271)
Epoch: [94][ 80/292]	Loss 0.7978 (0.7341)	Accuracy 71.875 (72.222)
Epoch: [94][ 90/292]	Loss 0.9398 (0.7313)	Accuracy 65.625 (72.424)
Epoch: [94][100/292]	Loss 0.8571 (0.7455)	Accuracy 62.500 (71.999)
Epoch: [94][110/292]	Loss 1.0456 (0.7481)	Accuracy 62.500 (71.931)
Epoch: [94][120/292]	Loss 0.7831 (0.7564)	Accuracy 71.875 (71.720)
Epoch: [94][130/292]	Loss 0.9306 (0.7586)	Accuracy 65.625 (71.613)
Epoch: [94][140/292]	Loss 0.5526 (0.7607)	Accuracy 75.000 (71.343)
Epoch: [94][150/292]	Loss 0.7366 (0.7593)	Accuracy 68.750 (71.565)
Epoch: [94][160/292]	Loss 0.9127 (0.7644)	Accuracy 65.625 (71.390)
Epoch: [94][170/292]	Loss 0.7425 (0.7604)	Accuracy 68.750 (71.619)
Epoch: [94][180/292]	Loss 0.6646 (0.7601)	Accuracy 68.750 (71.633)
Epoch: [94][190/292]	Loss 0.6348 (0.7619)	Accuracy 71.875 (71.482)
Epoch: [94][200/292]	Loss 0.7705 (0.7602)	Accuracy 68.750 (71.424)
Epoch: [94][210/292]	Loss 0.6087 (0.7558)	Accuracy 78.125 (71.608)
Epoch: [94][220/292]	Loss 0.7763 (0.7539)	Accuracy 75.000 (71.635)
Epoch: [94][230/292]	Loss 0.6032 (0.7511)	Accuracy 81.250 (71.672)
Epoch: [94][240/292]	Loss 0.8267 (0.7535)	Accuracy 65.625 (71.629)
Epoch: [94][250/292]	Loss 1.1512 (0.7555)	Accuracy 62.500 (71.601)
Epoch: [94][260/292]	Loss 0.6642 (0.7551)	Accuracy 65.625 (71.528)
Epoch: [94][270/292]	Loss 0.8177 (0.7587)	Accuracy 68.750 (71.356)
Epoch: [94][280/292]	Loss 0.7754 (0.7605)	Accuracy 68.750 (71.208)
Epoch: [94][290/292]	Loss 0.6887 (0.7596)	Accuracy 75.000 (71.263)
Test: [ 0/74]	Loss 1.3232 (1.3232)	Accuracy 56.250 (56.250)
Test: [10/74]	Loss 1.2102 (1.0237)	Accuracy 59.375 (63.068)
Test: [20/74]	Loss 0.9568 (1.0884)	Accuracy 62.500 (61.310)
Test: [30/74]	Loss 1.1408 (1.0945)	Accuracy 68.750 (61.996)
Test: [40/74]	Loss 1.0860 (1.0894)	Accuracy 71.875 (61.814)
Test: [50/74]	Loss 1.4646 (1.1254)	Accuracy 50.000 (60.723)
Test: [60/74]	Loss 0.6323 (1.0922)	Accuracy 75.000 (61.732)
Test: [70/74]	Loss 0.9880 (1.0730)	Accuracy 59.375 (62.104)
Current Accuracy: 62.153
The best accuracy: 64.07518005371094
An epoch time: {:.1f}s195.69237542152405
********************95********************
Current learning rate: 0.001
Epoch: [95][  0/292]	Loss 0.7471 (0.7471)	Accuracy 75.000 (75.000)
Epoch: [95][ 10/292]	Loss 0.6716 (0.8029)	Accuracy 78.125 (68.466)
Epoch: [95][ 20/292]	Loss 0.6013 (0.7675)	Accuracy 81.250 (71.280)
Epoch: [95][ 30/292]	Loss 0.7977 (0.7698)	Accuracy 68.750 (70.867)
Epoch: [95][ 40/292]	Loss 0.6409 (0.7782)	Accuracy 71.875 (70.884)
Epoch: [95][ 50/292]	Loss 0.4210 (0.7637)	Accuracy 93.750 (71.385)
Epoch: [95][ 60/292]	Loss 0.6815 (0.7698)	Accuracy 75.000 (70.953)
Epoch: [95][ 70/292]	Loss 0.6382 (0.7730)	Accuracy 68.750 (70.775)
